Field;Tank;Reservoir;Date;Qoil;Qwat;Qliq;Qinj;Pres;Source_resp;Pbhp_prod;Pbhp_inj;Source_bhp;Wellwork;Wcut;Total_mobility;Wres;Wbhp_prod;Wbhp_inj;Pres_min;Pres_max;Pres_calc;Pbhp_calc;Pinj_calc;Geom_factor;Prod_Index;Inj_index;Frac_inj;Qliq_calc;Qinj_calc
Oilfield;AQ;Carbonate;01.02.2020;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;161.24382751741032;161.24382751741032;161.24382751741032;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.03.2020;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;160.9730142533485;160.9730142533485;160.9730142533485;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.04.2020;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;160.67942891163213;160.67942891163213;160.67942891163213;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.05.2020;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;160.40535301158607;160.40535301158607;160.40535301158607;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.06.2020;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;160.13351367732977;160.13351367732977;160.13351367732977;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.07.2020;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;159.88652897802163;159.88652897802163;159.88652897802163;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.08.2020;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;159.6482769169518;159.6482769169518;159.6482769169518;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.09.2020;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;159.41584493755627;159.41584493755627;159.41584493755627;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.10.2020;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;159.18914944720515;159.18914944720515;159.18914944720515;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.11.2020;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;158.9566598797336;158.9566598797336;158.9566598797336;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.12.2020;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;158.76274202509364;158.76274202509364;158.76274202509364;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.01.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;158.59379990630924;158.59379990630924;158.59379990630924;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.02.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;158.42056461289297;158.42056461289297;158.42056461289297;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.03.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;158.27332165402717;158.27332165402717;158.27332165402717;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.04.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;158.1206576781307;158.1206576781307;158.1206576781307;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.05.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;157.98123909971645;157.98123909971645;157.98123909971645;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.06.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;157.84537724602632;157.84537724602632;157.84537724602632;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.07.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;157.70324053722368;157.70324053722368;157.70324053722368;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.08.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;157.54073129848223;157.54073129848223;157.54073129848223;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.09.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;157.36389991372036;157.36389991372036;157.36389991372036;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.10.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;157.19933375101382;157.19933375101382;157.19933375101382;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.11.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;157.03451815883986;157.03451815883986;157.03451815883986;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;AQ;Carbonate;01.12.2021;0.0;0.0;0.0;0.0;;;;;;;1.0;1.0;;;;;;156.88219480972947;156.88219480972947;156.88219480972947;1.0;1.0;3.0;1.0;0.0;0.0
Oilfield;W1;Carbonate;01.12.2016;0.0;0.0;0.0;0.0;;;;;;;0.336809446;1.0;;;;;;166.2;166.2;166.2;0.616285732663886;0.616285732663886;3.0;1.0;0.0;0.0
Oilfield;W1;Carbonate;01.01.2017;0.0;0.0;0.0;0.0;;;;;;;0.336809446;1.0;;;;;;166.1484920784231;166.1484920784231;166.1484920784231;0.616285732663886;0.616285732663886;3.0;1.0;0.0;0.0
Oilfield;W1;Carbonate;01.02.2017;0.0;0.0;0.0;0.0;;;;;;;0.336809446;1.0;;;;;;165.94125097343817;165.94125097343817;165.94125097343817;0.616285732663886;0.616285732663886;3.0;1.0;0.0;0.0
Oilfield;W1;Carbonate;01.03.2017;0.0;0.0;0.0;0.0;;;;;;;0.336809446;1.0;;;;;;165.61756294041137;165.61756294041137;165.61756294041137;0.616285732663886;0.616285732663886;3.0;1.0;0.0;0.0
Oilfield;W1;Carbonate;01.04.2017;0.0;0.0;0.0;0.0;;;;;;;0.336809446;1.0;;;;;;165.1383402884546;165.1383402884546;165.1383402884546;0.616285732663886;0.616285732663886;3.0;1.0;0.0;0.0
Oilfield;W1;Carbonate;01.05.2017;0.0;0.0;0.0;0.0;;;;;;;0.336809446;1.0;;;;;;164.60761620165636;164.60761620165636;164.60761620165636;0.616285732663886;0.616285732663886;3.0;1.0;0.0;0.0
Oilfield;W1;Carbonate;01.06.2017;0.0;0.0;0.0;0.0;;;;;;;0.336809446;1.0;;;;;;164.02459202664042;164.02459202664042;164.02459202664042;0.616285732663886;0.616285732663886;3.0;1.0;0.0;0.0
